site_index,method,vs_mae_km_s,vs_mae_0_40km_km_s,vs_mae_40_120km_km_s,phase_forward_rms_km_s,group_forward_rms_km_s,input_protocol
9065,DispFormer phase+group,0.11970959603786469,0.07529506832361221,0.1421944499015808,0.04891791567206383,0.05592184513807297,phase + group
9116,DispFormer phase+group,0.09367066621780396,0.15551921725273132,0.062359847128391266,0.022598857060074806,0.03207506239414215,phase + group
9220,DispFormer phase+group,0.09494680911302567,0.12042350322008133,0.08204922080039978,0.019504200667142868,0.02960560843348503,phase + group
9314,DispFormer phase+group,0.11262481659650803,0.1319401115179062,0.10284644365310669,0.03443901985883713,0.050667569041252136,phase + group
9335,DispFormer phase+group,0.1492384970188141,0.15326455235481262,0.1472003161907196,0.05191774293780327,0.04365302994847298,phase + group
9495,DispFormer phase+group,0.133961021900177,0.09155092388391495,0.15543115139007568,0.037002429366111755,0.04543870687484741,phase + group
9549,DispFormer phase+group,0.06763207167387009,0.08951712399721146,0.056552767753601074,0.025140143930912018,0.03807778283953667,phase + group
9586,DispFormer phase+group,0.11375325173139572,0.14149147272109985,0.09971078485250473,0.02028682827949524,0.03168560937047005,phase + group
9591,DispFormer phase+group,0.07475472241640091,0.0843539908528328,0.06989509612321854,0.015545642003417015,0.03524595871567726,phase + group
9680,DispFormer phase+group,0.10866609960794449,0.1252717673778534,0.10025948286056519,0.03512059152126312,0.03294515982270241,phase + group
9827,DispFormer phase+group,0.08018064498901367,0.09402377158403397,0.07317256927490234,0.040411800146102905,0.060225941240787506,phase + group
9858,DispFormer phase+group,0.136639803647995,0.12421517074108124,0.14292976260185242,0.03609686344861984,0.021770110353827477,phase + group
9868,DispFormer phase+group,0.17399194836616516,0.15707853436470032,0.18255439400672913,0.06537803262472153,0.04362121969461441,phase + group
9938,DispFormer phase+group,0.08266250044107437,0.08879829943180084,0.07955624908208847,0.017694439738988876,0.06160106137394905,phase + group
9951,DispFormer phase+group,0.10411455482244492,0.13479001820087433,0.08858510106801987,0.03682991862297058,0.03779735788702965,phase + group
9952,DispFormer phase+group,0.13144809007644653,0.15202391147613525,0.12103158235549927,0.06077051907777786,0.034672144800424576,phase + group
9986,DispFormer phase+group,0.11809223890304565,0.11859774589538574,0.11783633381128311,0.036498937755823135,0.04336021840572357,phase + group
10074,DispFormer phase+group,0.10259771347045898,0.12822864949703217,0.08962205797433853,0.05546719208359718,0.04412752762436867,phase + group
10141,DispFormer phase+group,0.09684097766876221,0.14419765770435333,0.07286667823791504,0.03247751668095589,0.05407784506678581,phase + group
10356,DispFormer phase+group,0.1025942713022232,0.12430378049612045,0.0916038304567337,0.02325194887816906,0.041638124734163284,phase + group
10553,DispFormer phase+group,0.1298399120569229,0.10550211369991302,0.14216090738773346,0.055235326290130615,0.06341440975666046,phase + group
10568,DispFormer phase+group,0.048329778015613556,0.041242565959692,0.0519176721572876,0.020962553098797798,0.04237547516822815,phase + group
10726,DispFormer phase+group,0.1001262366771698,0.10455354303121567,0.09788490831851959,0.037243328988552094,0.050426363945007324,phase + group
10755,DispFormer phase+group,0.07374754548072815,0.061420612037181854,0.07998807728290558,0.02953549288213253,0.060155030339956284,phase + group
10761,DispFormer phase+group,0.16603606939315796,0.1689300835132599,0.16457097232341766,0.04235028475522995,0.08538736402988434,phase + group
10823,DispFormer phase+group,0.1338498443365097,0.16707204282283783,0.11703109741210938,0.04159803315997124,0.06985966116189957,phase + group
10955,DispFormer phase+group,0.10565681010484695,0.11016452312469482,0.10337479412555695,0.03663109615445137,0.06163714826107025,phase + group
10994,DispFormer phase+group,0.07305014133453369,0.09869533032178879,0.06006725877523422,0.042102064937353134,0.04447202384471893,phase + group
11107,DispFormer phase+group,0.09388742595911026,0.06715571135282516,0.10742034763097763,0.02946597896516323,0.031652119010686874,phase + group
11157,DispFormer phase+group,0.10190441459417343,0.11447723954916,0.09553941339254379,0.03126111626625061,0.05681530013680458,phase + group
11290,DispFormer phase+group,0.1191670298576355,0.12991981208324432,0.11372341960668564,0.04313036426901817,0.0442560538649559,phase + group
11459,DispFormer phase+group,0.10307568311691284,0.07648050040006638,0.11653950065374374,0.027265356853604317,0.06845668703317642,phase + group
11544,DispFormer phase+group,0.09221764653921127,0.10807806253433228,0.084188312292099,0.024717578664422035,0.06257150322198868,phase + group
11593,DispFormer phase+group,0.05526674538850784,0.0404382199048996,0.0627736896276474,0.01941501535475254,0.0630413368344307,phase + group
11649,DispFormer phase+group,0.09459538757801056,0.15237808227539062,0.06534291058778763,0.021354591473937035,0.06338386237621307,phase + group
11809,DispFormer phase+group,0.06973221153020859,0.08245032280683517,0.06329367309808731,0.039780162274837494,0.047253869473934174,phase + group
12181,DispFormer phase+group,0.06155937537550926,0.11972681432962418,0.032112110406160355,0.03176405280828476,0.046617407351732254,phase + group
12657,DispFormer phase+group,0.11462826281785965,0.10529089719057083,0.11935529857873917,0.046744491904973984,0.05270260572433472,phase + group
