subarray,lon,lat,depth_km,vs_median_km_s,vs_q16_km_s,vs_q84_km_s,vs_std_km_s,n_periods_used
91,110.583333,41.212500,5.0,3.00326,2.65996,3.46493,0.38222,39
91,110.583333,41.212500,10.0,3.47069,3.02959,3.99971,0.45279,39
91,110.583333,41.212500,20.0,3.75483,3.50827,4.21070,0.35254,39
91,110.583333,41.212500,40.0,3.12341,2.93317,3.36522,0.23607,39
91,110.583333,41.212500,60.0,3.32228,3.27834,3.40184,0.07279,39
91,110.583333,41.212500,80.0,3.53949,3.52190,3.58048,0.03794,39
91,110.583333,41.212500,100.0,3.59142,3.56377,3.62869,0.03027,39
92,110.583333,41.337500,2.0,2.67403,2.28985,3.08813,0.44506,39
92,110.583333,41.337500,5.0,2.88583,2.59882,3.15832,0.30296,39
92,110.583333,41.337500,10.0,3.00839,2.69030,3.51170,0.42563,39
92,110.583333,41.337500,20.0,3.72413,3.47704,4.08312,0.32834,39
92,110.583333,41.337500,40.0,3.15260,3.01282,3.37572,0.19567,39
92,110.583333,41.337500,60.0,3.29296,3.24362,3.35771,0.05890,39
92,110.583333,41.337500,80.0,3.52286,3.50881,3.54110,0.01862,39
92,110.583333,41.337500,100.0,3.54645,3.53302,3.56644,0.01819,39
93,110.583333,41.462500,2.0,2.69553,2.35551,3.15469,0.40278,39
93,110.583333,41.462500,5.0,2.91347,2.59158,3.10172,0.27672,39
93,110.583333,41.462500,10.0,3.00785,2.76052,3.37010,0.34374,39
93,110.583333,41.462500,20.0,3.75194,3.39146,4.05775,0.31367,39
93,110.583333,41.462500,40.0,3.12146,2.99212,3.31679,0.18467,39
93,110.583333,41.462500,60.0,3.27201,3.23444,3.31671,0.04809,39
93,110.583333,41.462500,80.0,3.52489,3.51011,3.54317,0.01850,39
93,110.583333,41.462500,100.0,3.55534,3.53609,3.57732,0.02415,39
94,110.583333,41.587500,2.0,2.73556,2.25786,3.07297,0.36716,39
94,110.583333,41.587500,5.0,2.87477,2.64350,3.15696,0.26257,39
94,110.583333,41.587500,10.0,3.01962,2.72453,3.40842,0.30239,39
94,110.583333,41.587500,20.0,3.75619,3.42359,3.96308,0.28239,39
94,110.583333,41.587500,40.0,3.03007,2.91497,3.16975,0.19643,39
94,110.583333,41.587500,60.0,3.23601,3.19254,3.29114,0.05345,39
94,110.583333,41.587500,80.0,3.51842,3.49946,3.53798,0.02098,39
94,110.583333,41.587500,100.0,3.55395,3.54131,3.57675,0.02099,39
95,110.583333,41.712500,2.0,2.77518,2.25401,3.30835,0.47330,39
95,110.583333,41.712500,5.0,2.84432,2.45680,3.06419,0.29529,39
95,110.583333,41.712500,10.0,2.94792,2.60987,3.41194,0.40992,39
95,110.583333,41.712500,20.0,3.81720,3.48083,4.03763,0.28872,39
95,110.583333,41.712500,40.0,3.00834,2.88756,3.14659,0.14726,39
95,110.583333,41.712500,60.0,3.24862,3.19728,3.27764,0.04533,39
95,110.583333,41.712500,80.0,3.51227,3.49784,3.53682,0.01921,39
95,110.583333,41.712500,100.0,3.55650,3.53230,3.57738,0.02916,39
96,110.583333,41.837500,2.0,2.82355,2.32176,3.21922,0.44748,39
96,110.583333,41.837500,5.0,2.84966,2.55581,3.23739,0.30599,39
96,110.583333,41.837500,10.0,3.12083,2.80407,3.43330,0.34725,39
96,110.583333,41.837500,20.0,3.79404,3.55780,4.21972,0.32641,39
96,110.583333,41.837500,40.0,2.99444,2.88538,3.11652,0.15848,39
96,110.583333,41.837500,60.0,3.24859,3.21490,3.29298,0.04606,39
96,110.583333,41.837500,80.0,3.51153,3.49803,3.53307,0.02035,39
96,110.583333,41.837500,100.0,3.55583,3.54552,3.58391,0.02116,39
97,110.583333,41.962500,2.0,2.73038,2.33935,3.28787,0.51636,39
97,110.583333,41.962500,5.0,2.85361,2.52423,3.16791,0.34179,39
97,110.583333,41.962500,10.0,3.29417,2.87727,3.59761,0.37010,39
97,110.583333,41.962500,20.0,3.75415,3.54612,4.09273,0.26993,39
97,110.583333,41.962500,40.0,2.93411,2.80367,3.08579,0.13821,39
97,110.583333,41.962500,60.0,3.23668,3.20619,3.27605,0.04722,39
97,110.583333,41.962500,80.0,3.50396,3.48629,3.52652,0.02655,39
97,110.583333,41.962500,100.0,3.55858,3.53775,3.58388,0.02682,39
98,110.583333,42.087500,2.0,2.80796,2.28324,3.29879,0.50393,39
98,110.583333,42.087500,5.0,2.96374,2.69761,3.31801,0.34434,39
98,110.583333,42.087500,10.0,3.35520,2.90414,3.81922,0.43733,39
98,110.583333,42.087500,20.0,3.72374,3.45544,4.03244,0.31251,39
98,110.583333,42.087500,40.0,2.92432,2.83169,3.08824,0.13395,39
98,110.583333,42.087500,60.0,3.23899,3.21180,3.28914,0.05630,39
98,110.583333,42.087500,80.0,3.50619,3.48970,3.52532,0.03074,39
98,110.583333,42.087500,100.0,3.57232,3.54305,3.59346,0.02854,39
99,110.583333,42.212500,2.0,2.72321,2.19892,3.12291,0.52030,39
99,110.583333,42.212500,5.0,3.12153,2.70480,3.38209,0.35533,39
99,110.583333,42.212500,10.0,3.53612,3.22663,3.95763,0.39129,39
99,110.583333,42.212500,20.0,3.75501,3.34752,4.03383,0.32649,39
99,110.583333,42.212500,40.0,2.94660,2.86836,3.11295,0.14047,39
99,110.583333,42.212500,60.0,3.24845,3.21862,3.30861,0.06184,39
99,110.583333,42.212500,80.0,3.51527,3.49262,3.53459,0.02353,39
99,110.583333,42.212500,100.0,3.56483,3.54516,3.58574,0.02176,39
100,110.583333,42.337500,2.0,2.71085,2.19445,3.09710,0.48522,39
100,110.583333,42.337500,5.0,2.99149,2.64664,3.33504,0.38392,39
100,110.583333,42.337500,10.0,3.36565,3.00920,3.81004,0.37201,39
100,110.583333,42.337500,20.0,3.89068,3.60575,4.15928,0.28564,39
100,110.583333,42.337500,40.0,3.04703,2.92151,3.21934,0.14997,39
100,110.583333,42.337500,60.0,3.28035,3.23766,3.32972,0.05410,39
100,110.583333,42.337500,80.0,3.52477,3.50570,3.54785,0.02290,39
100,110.583333,42.337500,100.0,3.57053,3.54896,3.59333,0.02722,39
101,110.750000,41.212500,2.0,2.77596,2.42896,3.18253,0.43131,39
101,110.750000,41.212500,5.0,2.98177,2.65023,3.33673,0.32120,39
101,110.750000,41.212500,10.0,3.12275,2.74674,3.48930,0.37006,39
101,110.750000,41.212500,20.0,3.73014,3.36522,3.97080,0.31462,39
101,110.750000,41.212500,40.0,3.10220,2.93494,3.23330,0.18513,39
101,110.750000,41.212500,60.0,3.28528,3.24563,3.32678,0.05194,39
101,110.750000,41.212500,80.0,3.52635,3.50728,3.54155,0.01809,39
101,110.750000,41.212500,100.0,3.54411,3.53469,3.56881,0.01920,39
102,110.750000,41.337500,2.0,2.90137,2.46489,3.39516,0.46772,39
102,110.750000,41.337500,5.0,3.12109,2.84680,3.39565,0.33088,39
102,110.750000,41.337500,10.0,3.00790,2.76867,3.39987,0.34679,39
102,110.750000,41.337500,20.0,3.75883,3.38828,3.92710,0.26944,39
102,110.750000,41.337500,40.0,3.26708,3.08428,3.48968,0.20180,39
102,110.750000,41.337500,60.0,3.28087,3.25107,3.33705,0.05008,39
102,110.750000,41.337500,80.0,3.52997,3.51012,3.54399,0.02364,39
102,110.750000,41.337500,100.0,3.55156,3.53142,3.56551,0.02130,39
103,110.750000,41.462500,2.0,2.76923,2.33592,3.07206,0.39722,39
103,110.750000,41.462500,5.0,2.85466,2.48792,3.17320,0.32018,39
103,110.750000,41.462500,10.0,3.07056,2.65437,3.53935,0.40725,39
103,110.750000,41.462500,20.0,3.82964,3.46022,4.05766,0.28755,39
103,110.750000,41.462500,40.0,3.08892,2.94614,3.22780,0.18194,39
103,110.750000,41.462500,60.0,3.26494,3.21035,3.29672,0.05899,39
103,110.750000,41.462500,80.0,3.51790,3.50148,3.54036,0.02642,39
103,110.750000,41.462500,100.0,3.56646,3.54523,3.58866,0.02109,39
104,110.750000,41.587500,2.0,2.83562,2.25443,3.30736,0.46342,39
104,110.750000,41.587500,5.0,2.92453,2.47420,3.19361,0.33578,39
104,110.750000,41.587500,10.0,2.93316,2.60103,3.34868,0.37164,39
104,110.750000,41.587500,20.0,3.82975,3.52832,4.04110,0.25424,39
104,110.750000,41.587500,40.0,3.08421,2.98668,3.31461,0.20360,39
104,110.750000,41.587500,60.0,3.27238,3.23143,3.34074,0.05380,39
104,110.750000,41.587500,80.0,3.51963,3.49573,3.53753,0.02270,39
104,110.750000,41.587500,100.0,3.55925,3.54310,3.57728,0.01852,39
105,110.750000,41.712500,2.0,2.68830,2.32558,3.08476,0.42942,39
105,110.750000,41.712500,5.0,2.90067,2.59901,3.25479,0.31967,39
105,110.750000,41.712500,10.0,3.07053,2.70466,3.34529,0.35519,39
105,110.750000,41.712500,20.0,3.80530,3.54471,4.12035,0.28859,39
105,110.750000,41.712500,40.0,2.97789,2.87909,3.13101,0.14238,39
105,110.750000,41.712500,60.0,3.25868,3.22469,3.30331,0.04397,39
105,110.750000,41.712500,80.0,3.51604,3.50151,3.53598,0.01679,39
105,110.750000,41.712500,100.0,3.56646,3.54885,3.59191,0.02586,39
106,110.750000,41.837500,2.0,2.79531,2.31213,3.20918,0.44839,39
106,110.750000,41.837500,5.0,2.91823,2.62852,3.26744,0.29363,39
106,110.750000,41.837500,10.0,3.10601,2.79866,3.48411,0.39147,39
106,110.750000,41.837500,20.0,3.78364,3.48353,4.14293,0.32967,39
106,110.750000,41.837500,40.0,3.00709,2.88445,3.19977,0.15912,39
106,110.750000,41.837500,60.0,3.25578,3.21761,3.32050,0.05242,39
106,110.750000,41.837500,80.0,3.51857,3.50105,3.55634,0.03218,39
106,110.750000,41.837500,100.0,3.56794,3.55121,3.59088,0.03086,39
107,110.750000,41.962500,2.0,2.90104,2.29223,3.32882,0.47190,39
107,110.750000,41.962500,5.0,2.94761,2.67837,3.20996,0.31696,39
107,110.750000,41.962500,10.0,3.07777,2.73963,3.51838,0.42276,39
107,110.750000,41.962500,20.0,3.71994,3.41661,3.99989,0.28366,39
107,110.750000,41.962500,40.0,2.98922,2.89182,3.12958,0.13591,39
107,110.750000,41.962500,60.0,3.24420,3.21465,3.27563,0.03993,39
107,110.750000,41.962500,80.0,3.51449,3.49654,3.53252,0.01743,39
107,110.750000,41.962500,100.0,3.56232,3.54923,3.58676,0.03114,39
108,110.750000,42.087500,2.0,2.88172,2.46964,3.36167,0.43766,39
108,110.750000,42.087500,5.0,2.90922,2.60393,3.18728,0.30751,39
108,110.750000,42.087500,10.0,3.18904,2.79818,3.55548,0.36003,39
108,110.750000,42.087500,20.0,3.91615,3.55323,4.14514,0.28502,39
108,110.750000,42.087500,40.0,2.90980,2.81344,3.04133,0.10506,39
108,110.750000,42.087500,60.0,3.25314,3.21326,3.29156,0.06268,39
108,110.750000,42.087500,80.0,3.50461,3.48518,3.53026,0.02095,39
108,110.750000,42.087500,100.0,3.56696,3.54734,3.59766,0.02825,39
109,110.750000,42.212500,2.0,2.69666,2.31297,3.19650,0.47680,39
109,110.750000,42.212500,5.0,2.97816,2.65263,3.32798,0.36823,39
109,110.750000,42.212500,10.0,3.30584,2.80749,3.67725,0.38492,39
109,110.750000,42.212500,20.0,3.72719,3.46334,4.09827,0.32714,39
109,110.750000,42.212500,40.0,3.05618,2.90463,3.28214,0.20462,39
109,110.750000,42.212500,60.0,3.26292,3.21289,3.31731,0.04980,39
109,110.750000,42.212500,80.0,3.52097,3.49606,3.54324,0.02720,39
109,110.750000,42.212500,100.0,3.57683,3.56529,3.59371,0.01662,39
110,110.750000,42.337500,2.0,2.75739,2.20960,3.15233,0.44628,39
110,110.750000,42.337500,5.0,2.96126,2.64923,3.29868,0.33980,39
110,110.750000,42.337500,10.0,3.14729,2.68497,3.61601,0.43202,39
110,110.750000,42.337500,20.0,3.76365,3.54800,4.16661,0.33562,39
110,110.750000,42.337500,40.0,3.17030,3.03005,3.40364,0.20958,39
110,110.750000,42.337500,60.0,3.28946,3.25645,3.34253,0.05688,39
110,110.750000,42.337500,80.0,3.52525,3.50715,3.54738,0.02270,39
110,110.750000,42.337500,100.0,3.56650,3.54865,3.58241,0.02275,39
111,110.916667,41.212500,2.0,2.92377,2.45290,3.33773,0.43798,39
111,110.916667,41.212500,5.0,2.98853,2.57039,3.27405,0.34129,39
111,110.916667,41.212500,10.0,3.13824,2.81591,3.56278,0.36003,39
111,110.916667,41.212500,20.0,3.96366,3.62973,4.33269,0.32799,39
111,110.916667,41.212500,40.0,3.22319,3.10962,3.43178,0.19881,39
111,110.916667,41.212500,60.0,3.31073,3.26026,3.36643,0.06543,39
111,110.916667,41.212500,80.0,3.52314,3.50954,3.55243,0.02687,39
111,110.916667,41.212500,100.0,3.55262,3.53193,3.58256,0.02409,39
112,110.916667,41.337500,2.0,2.74174,2.43601,3.31671,0.41485,39
112,110.916667,41.337500,5.0,3.05183,2.73584,3.41965,0.33435,39
112,110.916667,41.337500,10.0,3.17277,2.82246,3.46543,0.34040,39
112,110.916667,41.337500,20.0,3.80253,3.46012,4.11516,0.31344,39
112,110.916667,41.337500,40.0,3.27443,3.08960,3.61898,0.25604,39
112,110.916667,41.337500,60.0,3.30055,3.23570,3.36906,0.07360,39
112,110.916667,41.337500,80.0,3.52800,3.50885,3.54529,0.02088,39
112,110.916667,41.337500,100.0,3.55596,3.53480,3.57791,0.02168,39
113,110.916667,41.462500,2.0,2.75506,2.25656,3.31940,0.48877,39
113,110.916667,41.462500,5.0,2.94320,2.54552,3.28484,0.36408,39
113,110.916667,41.462500,10.0,3.14572,2.78773,3.62237,0.40777,39
113,110.916667,41.462500,20.0,3.88943,3.60315,4.08655,0.30151,39
113,110.916667,41.462500,40.0,2.99941,2.90532,3.08910,0.13757,39
113,110.916667,41.462500,60.0,3.25621,3.21901,3.30773,0.04800,39
113,110.916667,41.462500,80.0,3.50978,3.49313,3.53199,0.01888,39
113,110.916667,41.462500,100.0,3.56232,3.54762,3.58326,0.02371,39
114,110.916667,41.587500,2.0,2.78057,2.37348,3.44709,0.50207,39
114,110.916667,41.587500,5.0,2.96392,2.60476,3.30635,0.34388,39
114,110.916667,41.587500,10.0,3.10568,2.64894,3.59829,0.43374,39
114,110.916667,41.587500,20.0,3.89670,3.49207,4.25443,0.34863,39
114,110.916667,41.587500,40.0,3.00499,2.88285,3.15471,0.14850,39
114,110.916667,41.587500,60.0,3.25685,3.21838,3.28645,0.05572,39
114,110.916667,41.587500,80.0,3.51469,3.49385,3.53753,0.02206,39
114,110.916667,41.587500,100.0,3.56038,3.54192,3.57915,0.02334,39
115,110.916667,41.712500,2.0,2.80895,2.42363,3.38548,0.45702,39
115,110.916667,41.712500,5.0,2.85508,2.63829,3.18463,0.28087,39
115,110.916667,41.712500,10.0,3.03508,2.62909,3.38217,0.37050,39
115,110.916667,41.712500,20.0,3.90013,3.61173,4.16248,0.30586,39
115,110.916667,41.712500,40.0,3.04026,2.92635,3.25014,0.18572,39
115,110.916667,41.712500,60.0,3.27524,3.22667,3.31519,0.05198,39
115,110.916667,41.712500,80.0,3.51562,3.49920,3.55048,0.02838,39
115,110.916667,41.712500,100.0,3.56286,3.53944,3.58574,0.02646,39
116,110.916667,41.837500,2.0,2.71693,2.30133,3.26870,0.43426,39
116,110.916667,41.837500,5.0,2.86831,2.59450,3.14917,0.26039,39
116,110.916667,41.837500,10.0,2.90607,2.52076,3.26687,0.32786,39
116,110.916667,41.837500,20.0,3.77058,3.48485,4.09098,0.29260,39
116,110.916667,41.837500,40.0,3.03634,2.92927,3.20419,0.16362,39
116,110.916667,41.837500,60.0,3.25352,3.22168,3.29282,0.03658,39
116,110.916667,41.837500,80.0,3.52502,3.50678,3.54007,0.01983,39
116,110.916667,41.837500,100.0,3.55215,3.53624,3.57128,0.02101,39
117,110.916667,41.962500,2.0,2.68656,2.21492,3.21843,0.44735,39
117,110.916667,41.962500,5.0,2.79963,2.49282,3.08063,0.31501,39
117,110.916667,41.962500,10.0,3.07204,2.69599,3.47147,0.35801,39
117,110.916667,41.962500,20.0,3.81863,3.48920,4.07463,0.29716,39
117,110.916667,41.962500,40.0,3.00063,2.90501,3.18447,0.15221,39
117,110.916667,41.962500,60.0,3.26416,3.22812,3.30456,0.04181,39
117,110.916667,41.962500,80.0,3.51714,3.49856,3.52894,0.01618,39
117,110.916667,41.962500,100.0,3.55944,3.53470,3.57212,0.01923,39
118,110.916667,42.087500,2.0,2.59625,2.00981,3.18880,0.58291,39
118,110.916667,42.087500,5.0,2.96378,2.66941,3.28462,0.31172,39
118,110.916667,42.087500,10.0,3.28052,2.91233,3.72521,0.44368,39
118,110.916667,42.087500,20.0,3.82049,3.47610,4.09095,0.31227,39
118,110.916667,42.087500,40.0,3.03327,2.94981,3.19019,0.15331,39
118,110.916667,42.087500,60.0,3.27911,3.23774,3.34442,0.05323,39
118,110.916667,42.087500,80.0,3.52239,3.50748,3.54187,0.02058,39
118,110.916667,42.087500,100.0,3.56593,3.54593,3.58901,0.02273,39
119,110.916667,42.212500,2.0,2.63842,2.01727,3.31938,0.62461,39
119,110.916667,42.212500,5.0,2.94387,2.61938,3.37980,0.38589,39
119,110.916667,42.212500,10.0,3.24351,2.94069,3.70476,0.39463,39
119,110.916667,42.212500,20.0,3.76445,3.52379,4.08458,0.32643,39
119,110.916667,42.212500,40.0,3.05452,2.93022,3.24334,0.16771,39
119,110.916667,42.212500,60.0,3.26576,3.22732,3.30528,0.03772,39
119,110.916667,42.212500,80.0,3.51783,3.49753,3.54585,0.02497,39
119,110.916667,42.212500,100.0,3.57841,3.55149,3.60596,0.02707,39
120,110.916667,42.337500,2.0,2.71299,2.24041,3.27463,0.54253,39
120,110.916667,42.337500,5.0,3.07771,2.69609,3.36682,0.37392,39
120,110.916667,42.337500,10.0,3.11091,2.77864,3.49916,0.37529,39
120,110.916667,42.337500,20.0,3.63498,3.34495,4.04122,0.30559,39
120,110.916667,42.337500,40.0,3.26949,3.12179,3.53630,0.23351,39
120,110.916667,42.337500,60.0,3.28098,3.23072,3.33976,0.05760,39
120,110.916667,42.337500,80.0,3.52290,3.49305,3.54632,0.02290,39
120,110.916667,42.337500,100.0,3.56964,3.54189,3.58198,0.02029,39
121,111.083333,41.212500,2.0,3.05923,2.66271,3.50032,0.44417,39
121,111.083333,41.212500,5.0,3.17847,2.85200,3.47724,0.32048,39
121,111.083333,41.212500,10.0,3.12282,2.73213,3.61535,0.41490,39
121,111.083333,41.212500,20.0,3.89549,3.53973,4.36141,0.38219,39
121,111.083333,41.212500,40.0,3.48212,3.25037,3.82169,0.27421,39
121,111.083333,41.212500,60.0,3.33821,3.28098,3.41537,0.07273,39
121,111.083333,41.212500,80.0,3.53087,3.50006,3.55601,0.02625,39
121,111.083333,41.212500,100.0,3.56040,3.54068,3.58428,0.02190,39
122,111.083333,41.337500,2.0,3.05744,2.52578,3.56558,0.49593,39
122,111.083333,41.337500,5.0,3.19153,2.67749,3.59346,0.40522,39
122,111.083333,41.337500,10.0,3.25680,2.78086,3.62765,0.43663,39
122,111.083333,41.337500,20.0,3.80285,3.55777,4.24655,0.32999,39
122,111.083333,41.337500,40.0,3.25574,3.05758,3.41071,0.21720,39
122,111.083333,41.337500,60.0,3.31298,3.24545,3.37885,0.07208,39
122,111.083333,41.337500,80.0,3.53170,3.50396,3.55683,0.03048,39
122,111.083333,41.337500,100.0,3.58451,3.55086,3.61297,0.02816,39
123,111.083333,41.462500,2.0,2.92204,2.50405,3.61297,0.52183,39
123,111.083333,41.462500,5.0,3.19261,2.77767,3.51416,0.35372,39
123,111.083333,41.462500,10.0,3.31856,2.87661,3.64398,0.37706,39
123,111.083333,41.462500,20.0,3.91545,3.68010,4.21559,0.27216,39
123,111.083333,41.462500,40.0,3.05497,2.92910,3.25296,0.18582,39
123,111.083333,41.462500,60.0,3.28545,3.22749,3.35619,0.07369,39
123,111.083333,41.462500,80.0,3.51810,3.49522,3.54167,0.02401,39
123,111.083333,41.462500,100.0,3.56809,3.55164,3.59253,0.02209,39
124,111.083333,41.587500,2.0,2.75772,2.41566,3.24664,0.43417,39
124,111.083333,41.587500,5.0,2.78449,2.55115,3.09720,0.28864,39
124,111.083333,41.587500,10.0,3.00816,2.61306,3.39134,0.38141,39
124,111.083333,41.587500,20.0,3.82915,3.57878,4.21068,0.32090,39
124,111.083333,41.587500,40.0,3.13726,3.02102,3.34418,0.20250,39
124,111.083333,41.587500,60.0,3.28694,3.23561,3.34553,0.06011,39
124,111.083333,41.587500,80.0,3.52909,3.51058,3.55505,0.02397,39
124,111.083333,41.587500,100.0,3.56916,3.54862,3.58229,0.02285,39
125,111.083333,41.712500,2.0,2.87172,2.34496,3.47917,0.54137,39
125,111.083333,41.712500,5.0,2.94810,2.62355,3.34373,0.33164,39
125,111.083333,41.712500,10.0,2.92082,2.60326,3.42367,0.40440,39
125,111.083333,41.712500,20.0,3.78965,3.59444,4.11297,0.25708,39
125,111.083333,41.712500,40.0,3.10116,2.91859,3.29880,0.21340,39
125,111.083333,41.712500,60.0,3.28244,3.22080,3.32222,0.05131,39
125,111.083333,41.712500,80.0,3.52032,3.50521,3.54331,0.02107,39
125,111.083333,41.712500,100.0,3.55881,3.54181,3.57538,0.02024,39
126,111.083333,41.837500,2.0,2.70629,2.33156,3.18559,0.41687,39
126,111.083333,41.837500,5.0,2.87278,2.68949,3.14325,0.25927,39
126,111.083333,41.837500,10.0,2.98083,2.70452,3.33299,0.32617,39
126,111.083333,41.837500,20.0,3.86494,3.62373,4.11001,0.28119,39
126,111.083333,41.837500,40.0,3.10497,2.97384,3.26971,0.19498,39
126,111.083333,41.837500,60.0,3.27575,3.24255,3.31423,0.05647,39
126,111.083333,41.837500,80.0,3.52541,3.50868,3.54041,0.02468,39
126,111.083333,41.837500,100.0,3.56589,3.54859,3.58303,0.01912,39
127,111.083333,41.962500,2.0,2.72342,2.35137,3.22093,0.42906,39
127,111.083333,41.962500,5.0,2.79627,2.50299,3.15996,0.34627,39
127,111.083333,41.962500,10.0,2.94319,2.60452,3.32380,0.37364,39
127,111.083333,41.962500,20.0,3.86796,3.48322,4.11803,0.30825,39
127,111.083333,41.962500,40.0,3.20351,3.05335,3.50966,0.20611,39
127,111.083333,41.962500,60.0,3.26965,3.24821,3.34612,0.05954,39
127,111.083333,41.962500,80.0,3.52685,3.50826,3.54364,0.01910,39
127,111.083333,41.962500,100.0,3.56496,3.55290,3.58228,0.01707,39
128,111.083333,42.087500,2.0,2.56612,2.09782,3.24347,0.50667,39
128,111.083333,42.087500,5.0,2.95162,2.61250,3.35266,0.34394,39
128,111.083333,42.087500,10.0,3.32874,2.89848,3.60735,0.39255,39
128,111.083333,42.087500,20.0,3.78843,3.43853,3.99395,0.30781,39
128,111.083333,42.087500,40.0,3.07762,2.95424,3.28124,0.19383,39
128,111.083333,42.087500,60.0,3.26514,3.22994,3.32709,0.05501,39
128,111.083333,42.087500,80.0,3.52221,3.50766,3.53748,0.01968,39
128,111.083333,42.087500,100.0,3.56955,3.55584,3.59148,0.02278,39
129,111.083333,42.212500,2.0,2.53792,1.99316,3.06025,0.53242,39
129,111.083333,42.212500,5.0,2.86789,2.53722,3.12354,0.36359,39
129,111.083333,42.212500,10.0,3.25586,2.74361,3.64157,0.41755,39
129,111.083333,42.212500,20.0,3.73014,3.42971,4.07424,0.34820,39
129,111.083333,42.212500,40.0,3.19241,3.06028,3.37255,0.17124,39
129,111.083333,42.212500,60.0,3.28327,3.23154,3.36376,0.07563,39
129,111.083333,42.212500,80.0,3.51923,3.50576,3.54464,0.02166,39
129,111.083333,42.212500,100.0,3.57163,3.55358,3.60217,0.02479,39
130,111.083333,42.337500,2.0,2.59322,2.00663,3.12644,0.50621,39
130,111.083333,42.337500,5.0,2.83380,2.47552,3.14404,0.31199,39
130,111.083333,42.337500,10.0,3.17590,2.80791,3.60559,0.41598,39
130,111.083333,42.337500,20.0,3.80002,3.50354,3.94132,0.27159,39
130,111.083333,42.337500,40.0,3.38191,3.20753,3.55678,0.18987,39
130,111.083333,42.337500,60.0,3.29964,3.25310,3.36108,0.06006,39
130,111.083333,42.337500,80.0,3.51157,3.49144,3.53202,0.01917,39
130,111.083333,42.337500,100.0,3.56051,3.54203,3.57591,0.01757,39
131,111.250000,41.212500,2.0,3.01699,2.55134,3.39803,0.48091,39
131,111.250000,41.212500,5.0,3.18694,2.82201,3.53833,0.32879,39
131,111.250000,41.212500,10.0,3.29987,2.70609,3.64048,0.46661,39
131,111.250000,41.212500,20.0,3.88605,3.54613,4.21545,0.33110,39
131,111.250000,41.212500,40.0,3.50519,3.32491,3.76429,0.21043,39
131,111.250000,41.212500,60.0,3.32357,3.25851,3.41488,0.08996,39
131,111.250000,41.212500,80.0,3.51936,3.49478,3.54638,0.02555,39
131,111.250000,41.212500,100.0,3.54956,3.53175,3.56630,0.01879,39
132,111.250000,41.337500,2.0,3.00485,2.45631,3.51059,0.47404,39
132,111.250000,41.337500,5.0,3.08637,2.62293,3.51157,0.38331,39
132,111.250000,41.337500,10.0,3.08400,2.69512,3.45634,0.37432,39
132,111.250000,41.337500,20.0,3.83246,3.50609,4.13464,0.35684,39
132,111.250000,41.337500,40.0,3.47549,3.26571,3.70430,0.22460,39
132,111.250000,41.337500,60.0,3.32672,3.27424,3.38544,0.06821,39
132,111.250000,41.337500,80.0,3.53183,3.50689,3.55587,0.02620,39
132,111.250000,41.337500,100.0,3.56843,3.55306,3.59959,0.02502,39
133,111.250000,41.462500,2.0,2.90312,2.35417,3.40101,0.49475,39
133,111.250000,41.462500,5.0,2.90301,2.67974,3.34226,0.32307,39
133,111.250000,41.462500,10.0,2.94301,2.59799,3.33805,0.36824,39
133,111.250000,41.462500,20.0,3.77951,3.60073,4.08275,0.27427,39
133,111.250000,41.462500,40.0,3.29356,3.06555,3.58381,0.25726,39
133,111.250000,41.462500,60.0,3.28203,3.24994,3.35389,0.05389,39
133,111.250000,41.462500,80.0,3.52732,3.50960,3.54854,0.01941,39
133,111.250000,41.462500,100.0,3.56518,3.54703,3.58035,0.01564,39
134,111.250000,41.587500,2.0,3.05585,2.48542,3.55353,0.55831,39
134,111.250000,41.587500,5.0,3.14622,2.74640,3.37191,0.33628,39
134,111.250000,41.587500,10.0,3.04349,2.72150,3.55374,0.40736,39
134,111.250000,41.587500,20.0,3.81659,3.57616,4.03168,0.27177,39
134,111.250000,41.587500,40.0,3.15011,3.00452,3.39198,0.20557,39
134,111.250000,41.587500,60.0,3.26687,3.21101,3.33450,0.05896,39
134,111.250000,41.587500,80.0,3.52079,3.50109,3.54715,0.02635,39
134,111.250000,41.587500,100.0,3.56073,3.54596,3.59236,0.02545,39
135,111.250000,41.712500,2.0,2.89838,2.47490,3.31869,0.43739,39
135,111.250000,41.712500,5.0,2.83725,2.67126,3.18313,0.31963,39
135,111.250000,41.712500,10.0,2.98574,2.65814,3.39790,0.38257,39
135,111.250000,41.712500,20.0,3.86562,3.58649,4.14352,0.29812,39
135,111.250000,41.712500,40.0,3.15659,2.99624,3.34212,0.20942,39
135,111.250000,41.712500,60.0,3.27759,3.23915,3.32765,0.06050,39
135,111.250000,41.712500,80.0,3.52817,3.50528,3.54408,0.02301,39
135,111.250000,41.712500,100.0,3.57166,3.54987,3.58910,0.02096,39
136,111.250000,41.837500,2.0,2.74582,2.32464,3.27155,0.48410,39
136,111.250000,41.837500,5.0,2.82750,2.48182,3.13020,0.29543,39
136,111.250000,41.837500,10.0,3.05418,2.60145,3.42531,0.38737,39
136,111.250000,41.837500,20.0,3.83794,3.54038,4.03860,0.25001,39
136,111.250000,41.837500,40.0,3.10917,2.95587,3.35384,0.21372,39
136,111.250000,41.837500,60.0,3.28939,3.23543,3.34828,0.06655,39
136,111.250000,41.837500,80.0,3.52931,3.50971,3.55855,0.02358,39
