disp_best_mae_km_s,disp_best_matched_points,disp_best_rms_km_s,fitness_min,lambda_reg,lat,lon,niter_median,num_init_requested,num_pred,num_valid,runtime_s,site_index,status,vs_mean_mae_km_s,vs_median_bias_km_s,vs_median_mae_km_s,vs_width,z_sample_max_km
0.0032734051609467824,17,0.00384603049753605,6.140497184901448e-05,0.01,21.399999618530273,102.19999694824219,15.0,64,53,53,1.4340791702270508,1254,ok,0.0939286400972265,-0.0689194207234841,0.10562594000464363,1.2,120.0
0.01480334700025059,17,0.018016204155038934,0.0006886518631945917,0.01,34.400001525878906,102.19999694824219,19.0,64,61,61,1.909773826599121,1319,ok,0.16633837394552922,-0.15736249092239582,0.1976040607168257,1.2,120.0
0.010829885448053536,17,0.015188928539416856,0.00024487676398910434,0.01,38.0,102.19999694824219,10.0,64,51,51,1.1950981616973877,1337,ok,0.07259792331543641,-0.0770064884205086,0.08027382458615563,1.2,120.0
0.009164887432068725,24,0.01100832609171708,0.00016705560908250033,0.01,36.20000076293945,102.4000015258789,13.0,64,57,57,1.6817739009857178,1429,ok,0.08616626659380881,-0.06728973296001711,0.09974517948488534,1.2,120.0
0.011101378497194189,24,0.014080131003575717,0.00022601218809686,0.01,38.20000076293945,102.4000015258789,13.0,64,51,51,1.4131860733032227,1439,ok,0.08429888958368564,-0.010582112193192519,0.0918273042115719,1.2,120.0
0.007053081576651998,17,0.010015143705575415,0.00012853713969402,0.01,30.0,103.0,14.0,64,54,54,1.2686078548431396,1749,ok,0.11883896196531617,0.029328347758996544,0.11647628726013995,1.2,120.0
0.0048280523189140265,17,0.005801616952919868,4.673221705090665e-05,0.01,37.20000076293945,103.4000015258789,13.0,64,53,53,1.1807260513305664,2011,ok,0.062405793020592626,-0.0405939867699222,0.09584643440112944,1.2,120.0
0.0028213922252259215,19,0.0032952934651245074,5.320499747907133e-05,0.01,20.600000381469727,103.5999984741211,13.0,64,54,54,1.1050910949707031,2036,ok,0.1194136748228037,-0.0712388694788044,0.13166416939053996,1.2,120.0
0.0034127673630499882,17,0.004003946520110086,2.61990561532982e-05,0.01,22.799999237060547,103.5999984741211,11.0,64,50,50,1.0601670742034912,2044,ok,0.0928886407978359,-0.10329662247820526,0.10596301790437693,1.2,120.0
0.0023349700632581847,17,0.0029647575062404343,2.127940000315106e-05,0.01,28.799999237060547,103.5999984741211,13.0,64,49,49,1.2192769050598145,2074,ok,0.0531567306435629,-0.04427826147031331,0.07080044433083908,1.2,120.0
0.004473555417236832,17,0.005669978812354705,5.452247481642264e-05,0.01,29.200000762939453,103.5999984741211,12.0,64,51,51,1.216562271118164,2076,ok,0.07081878247063203,-0.0216625055246834,0.0683837508574173,1.2,120.0
0.014012100525715705,17,0.01904428885453066,0.0003914001658696115,0.01,42.0,103.5999984741211,12.0,64,58,58,1.0610089302062988,2140,ok,0.14001700895165028,0.02533907363694467,0.12861331747643817,1.2,120.0
0.003899959876921103,17,0.005104261250304534,6.176761422930848e-05,0.01,34.400001525878906,104.0,13.0,64,54,54,1.2951760292053223,2328,ok,0.08350480878201888,-0.05520439131078404,0.10110475635767993,1.2,120.0
